image,attack,bit_accuracy,message_success,ecc_mode,payload_bits
000000190648.png,none,1.000000,1,rep3,10
000000190648.png,center_crop_0.5,1.000000,1,rep3,10
000000190648.png,center_crop_0.75,1.000000,1,rep3,10
000000190648.png,random_crop_0.5,0.900000,0,rep3,10
000000190648.png,jpeg_q30,1.000000,1,rep3,10
000000190648.png,jpeg_q10,1.000000,1,rep3,10
000000190648.png,jpeg_q5,1.000000,1,rep3,10
000000190648.png,resize_0.5,1.000000,1,rep3,10
000000190648.png,resize_0.25,0.900000,0,rep3,10
000000190648.png,crop_50_jpeg_30,1.000000,1,rep3,10
000000190676.png,none,1.000000,1,rep3,10
000000190676.png,center_crop_0.5,1.000000,1,rep3,10
000000190676.png,center_crop_0.75,1.000000,1,rep3,10
000000190676.png,random_crop_0.5,0.700000,0,rep3,10
000000190676.png,jpeg_q30,1.000000,1,rep3,10
000000190676.png,jpeg_q10,1.000000,1,rep3,10
000000190676.png,jpeg_q5,1.000000,1,rep3,10
000000190676.png,resize_0.5,1.000000,1,rep3,10
000000190676.png,resize_0.25,1.000000,1,rep3,10
000000190676.png,crop_50_jpeg_30,1.000000,1,rep3,10
000000190753.png,none,1.000000,1,rep3,10
000000190753.png,center_crop_0.5,1.000000,1,rep3,10
000000190753.png,center_crop_0.75,1.000000,1,rep3,10
000000190753.png,random_crop_0.5,0.700000,0,rep3,10
000000190753.png,jpeg_q30,1.000000,1,rep3,10
000000190753.png,jpeg_q10,1.000000,1,rep3,10
000000190753.png,jpeg_q5,1.000000,1,rep3,10
000000190753.png,resize_0.5,1.000000,1,rep3,10
000000190753.png,resize_0.25,0.900000,0,rep3,10
000000190753.png,crop_50_jpeg_30,1.000000,1,rep3,10
000000190756.png,none,1.000000,1,rep3,10
000000190756.png,center_crop_0.5,1.000000,1,rep3,10
000000190756.png,center_crop_0.75,1.000000,1,rep3,10
000000190756.png,random_crop_0.5,0.700000,0,rep3,10
000000190756.png,jpeg_q30,1.000000,1,rep3,10
000000190756.png,jpeg_q10,1.000000,1,rep3,10
000000190756.png,jpeg_q5,1.000000,1,rep3,10
000000190756.png,resize_0.5,1.000000,1,rep3,10
000000190756.png,resize_0.25,1.000000,1,rep3,10
000000190756.png,crop_50_jpeg_30,1.000000,1,rep3,10
000000190841.png,none,1.000000,1,rep3,10
000000190841.png,center_crop_0.5,1.000000,1,rep3,10
000000190841.png,center_crop_0.75,1.000000,1,rep3,10
000000190841.png,random_crop_0.5,0.700000,0,rep3,10
000000190841.png,jpeg_q30,1.000000,1,rep3,10
000000190841.png,jpeg_q10,1.000000,1,rep3,10
000000190841.png,jpeg_q5,1.000000,1,rep3,10
000000190841.png,resize_0.5,1.000000,1,rep3,10
000000190841.png,resize_0.25,1.000000,1,rep3,10
000000190841.png,crop_50_jpeg_30,1.000000,1,rep3,10
000000190853.png,none,1.000000,1,rep3,10
000000190853.png,center_crop_0.5,1.000000,1,rep3,10
000000190853.png,center_crop_0.75,1.000000,1,rep3,10
000000190853.png,random_crop_0.5,0.800000,0,rep3,10
000000190853.png,jpeg_q30,1.000000,1,rep3,10
000000190853.png,jpeg_q10,1.000000,1,rep3,10
000000190853.png,jpeg_q5,1.000000,1,rep3,10
000000190853.png,resize_0.5,1.000000,1,rep3,10
000000190853.png,resize_0.25,0.900000,0,rep3,10
000000190853.png,crop_50_jpeg_30,1.000000,1,rep3,10
000000190923.png,none,1.000000,1,rep3,10
000000190923.png,center_crop_0.5,1.000000,1,rep3,10
000000190923.png,center_crop_0.75,1.000000,1,rep3,10
000000190923.png,random_crop_0.5,0.700000,0,rep3,10
000000190923.png,jpeg_q30,1.000000,1,rep3,10
000000190923.png,jpeg_q10,1.000000,1,rep3,10
000000190923.png,jpeg_q5,1.000000,1,rep3,10
000000190923.png,resize_0.5,1.000000,1,rep3,10
000000190923.png,resize_0.25,0.900000,0,rep3,10
000000190923.png,crop_50_jpeg_30,1.000000,1,rep3,10
000000191013.png,none,1.000000,1,rep3,10
000000191013.png,center_crop_0.5,1.000000,1,rep3,10
000000191013.png,center_crop_0.75,1.000000,1,rep3,10
000000191013.png,random_crop_0.5,0.800000,0,rep3,10
000000191013.png,jpeg_q30,1.000000,1,rep3,10
000000191013.png,jpeg_q10,1.000000,1,rep3,10
000000191013.png,jpeg_q5,1.000000,1,rep3,10
000000191013.png,resize_0.5,1.000000,1,rep3,10
000000191013.png,resize_0.25,1.000000,1,rep3,10
000000191013.png,crop_50_jpeg_30,1.000000,1,rep3,10
000000191288.png,none,1.000000,1,rep3,10
000000191288.png,center_crop_0.5,1.000000,1,rep3,10
000000191288.png,center_crop_0.75,1.000000,1,rep3,10
000000191288.png,random_crop_0.5,0.900000,0,rep3,10
000000191288.png,jpeg_q30,1.000000,1,rep3,10
000000191288.png,jpeg_q10,1.000000,1,rep3,10
000000191288.png,jpeg_q5,1.000000,1,rep3,10
000000191288.png,resize_0.5,1.000000,1,rep3,10
000000191288.png,resize_0.25,1.000000,1,rep3,10
000000191288.png,crop_50_jpeg_30,1.000000,1,rep3,10
000000191471.png,none,1.000000,1,rep3,10
000000191471.png,center_crop_0.5,1.000000,1,rep3,10
000000191471.png,center_crop_0.75,1.000000,1,rep3,10
000000191471.png,random_crop_0.5,0.700000,0,rep3,10
000000191471.png,jpeg_q30,1.000000,1,rep3,10
000000191471.png,jpeg_q10,1.000000,1,rep3,10
000000191471.png,jpeg_q5,1.000000,1,rep3,10
000000191471.png,resize_0.5,1.000000,1,rep3,10
000000191471.png,resize_0.25,1.000000,1,rep3,10
000000191471.png,crop_50_jpeg_30,1.000000,1,rep3,10
000000191580.png,none,1.000000,1,rep3,10
000000191580.png,center_crop_0.5,1.000000,1,rep3,10
000000191580.png,center_crop_0.75,1.000000,1,rep3,10
000000191580.png,random_crop_0.5,0.700000,0,rep3,10
000000191580.png,jpeg_q30,1.000000,1,rep3,10
000000191580.png,jpeg_q10,1.000000,1,rep3,10
000000191580.png,jpeg_q5,1.000000,1,rep3,10
000000191580.png,resize_0.5,1.000000,1,rep3,10
000000191580.png,resize_0.25,1.000000,1,rep3,10
000000191580.png,crop_50_jpeg_30,1.000000,1,rep3,10
000000191614.png,none,1.000000,1,rep3,10
000000191614.png,center_crop_0.5,1.000000,1,rep3,10
000000191614.png,center_crop_0.75,1.000000,1,rep3,10
000000191614.png,random_crop_0.5,0.900000,0,rep3,10
000000191614.png,jpeg_q30,1.000000,1,rep3,10
000000191614.png,jpeg_q10,1.000000,1,rep3,10
000000191614.png,jpeg_q5,1.000000,1,rep3,10
000000191614.png,resize_0.5,1.000000,1,rep3,10
000000191614.png,resize_0.25,1.000000,1,rep3,10
000000191614.png,crop_50_jpeg_30,1.000000,1,rep3,10
000000191672.png,none,1.000000,1,rep3,10
000000191672.png,center_crop_0.5,1.000000,1,rep3,10
000000191672.png,center_crop_0.75,1.000000,1,rep3,10
000000191672.png,random_crop_0.5,0.900000,0,rep3,10
000000191672.png,jpeg_q30,1.000000,1,rep3,10
000000191672.png,jpeg_q10,1.000000,1,rep3,10
000000191672.png,jpeg_q5,1.000000,1,rep3,10
000000191672.png,resize_0.5,1.000000,1,rep3,10
000000191672.png,resize_0.25,1.000000,1,rep3,10
000000191672.png,crop_50_jpeg_30,1.000000,1,rep3,10
000000191761.png,none,1.000000,1,rep3,10
000000191761.png,center_crop_0.5,1.000000,1,rep3,10
000000191761.png,center_crop_0.75,1.000000,1,rep3,10
000000191761.png,random_crop_0.5,0.800000,0,rep3,10
000000191761.png,jpeg_q30,1.000000,1,rep3,10
000000191761.png,jpeg_q10,1.000000,1,rep3,10
000000191761.png,jpeg_q5,1.000000,1,rep3,10
000000191761.png,resize_0.5,1.000000,1,rep3,10
000000191761.png,resize_0.25,1.000000,1,rep3,10
000000191761.png,crop_50_jpeg_30,1.000000,1,rep3,10
000000191845.png,none,1.000000,1,rep3,10
000000191845.png,center_crop_0.5,1.000000,1,rep3,10
000000191845.png,center_crop_0.75,1.000000,1,rep3,10
000000191845.png,random_crop_0.5,0.800000,0,rep3,10
000000191845.png,jpeg_q30,1.000000,1,rep3,10
000000191845.png,jpeg_q10,1.000000,1,rep3,10
000000191845.png,jpeg_q5,1.000000,1,rep3,10
000000191845.png,resize_0.5,1.000000,1,rep3,10
000000191845.png,resize_0.25,1.000000,1,rep3,10
000000191845.png,crop_50_jpeg_30,1.000000,1,rep3,10
000000192047.png,none,1.000000,1,rep3,10
000000192047.png,center_crop_0.5,1.000000,1,rep3,10
000000192047.png,center_crop_0.75,1.000000,1,rep3,10
000000192047.png,random_crop_0.5,0.700000,0,rep3,10
000000192047.png,jpeg_q30,1.000000,1,rep3,10
000000192047.png,jpeg_q10,1.000000,1,rep3,10
000000192047.png,jpeg_q5,1.000000,1,rep3,10
000000192047.png,resize_0.5,1.000000,1,rep3,10
000000192047.png,resize_0.25,1.000000,1,rep3,10
000000192047.png,crop_50_jpeg_30,1.000000,1,rep3,10
000000192191.png,none,1.000000,1,rep3,10
000000192191.png,center_crop_0.5,1.000000,1,rep3,10
